Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,Rainfall_Bin,Yield_log,Pesticide_log,Fertilizer_log
peas & beans (pulses),2006,Rabi       ,Himachal Pradesh,8170.0,16856,1207.0,1043390.7,1797.4,1.513,Medium,0.9214772585614551,7.494652659699372,13.857987214775516
potato,2006,Whole Year ,Himachal Pradesh,12687.0,126701,1207.0,1620256.77,2791.14,10.05416667,Medium,2.402807431097294,7.934563605891607,14.298095811834704
ragi,2006,Kharif     ,Himachal Pradesh,2950.0,3158,1207.0,376744.5,649.0,0.94875,Medium,0.6671881413898492,6.476972362889683,12.83932517215729
rapeseed &mustard,2006,Rabi       ,Himachal Pradesh,8887.0,4506,1207.0,1134958.77,1955.14,0.523,Medium,0.4206820739130248,7.578728422675547,13.942107763335533
rice,2006,Kharif     ,Himachal Pradesh,79206.0,123485,1207.0,10115398.26,17425.32,1.750909091,Medium,1.0119314355948863,9.765736985987715,16.129569499876162
sannhamp,2006,Kharif     ,Himachal Pradesh,76.0,14,1207.0,9705.96,16.72,0.185,Medium,0.1697427745870945,2.8746939451769347,9.180598432966123
sesamum,2006,Kharif     ,Himachal Pradesh,3802.0,1708,1207.0,485553.42,836.44,0.412222222,Medium,0.3451645077077869,6.730349619341781,13.09304665106005
small millets,2006,Kharif     ,Himachal Pradesh,7479.0,5083,1207.0,955143.09,1645.38,0.548571429,Medium,0.4373328472329396,7.406334217289772,13.76961748766284
soyabean,2006,Kharif     ,Himachal Pradesh,638.0,1073,1207.0,81478.98,140.36,1.691428571,Medium,0.9900721199336681,4.951309828011441,11.308112624881703
sugarcane,2006,Whole Year ,Himachal Pradesh,3019.0,59184,1207.0,385556.49,664.18,13.465,Medium,2.671731938428098,6.500057680721257,12.862445591865303
turmeric,2006,Kharif     ,Himachal Pradesh,187.0,99,1207.0,23881.77,41.14,0.504285714,Medium,0.40831817690063726,3.740997408376043,10.080912557429363
urad,2006,Kharif     ,Himachal Pradesh,11459.0,5413,1207.0,1463428.89,2520.98,0.557272727,Medium,0.4429360393625266,7.832799586279305,14.196293478261062
wheat,2006,Rabi       ,Himachal Pradesh,362245.0,596493,1207.0,46262308.95,79693.9,1.6375,Medium,0.9698314988021849,11.285960872768502,17.64983814758921
arhar/tur,2006,Kharif     ,Madhya Pradesh,305009.0,209541,1072.3,38952699.39,67101.98,0.606875,Medium,0.4742912990380169,11.113983733299998,17.477858657531243
bajra,2006,Kharif     ,Madhya Pradesh,183115.0,251783,1072.3,23385616.65,40285.3,1.054545455,Medium,0.7200546337011086,10.603766739766339,16.967631761023387
banana,2006,Whole Year ,Madhya Pradesh,14836.0,469134,1072.3,1894705.56,3263.92,21.7195,Medium,3.1232235865685385,8.090990539113255,14.454574534904005
castor seed,2006,Kharif     ,Madhya Pradesh,1508.0,569,1072.3,192586.68,331.76,0.320909091,Medium,0.27832020485264414,5.807421509415687,12.168306809529692
coriander,2006,Whole Year ,Madhya Pradesh,116571.0,49879,1072.3,14887282.41,25645.62,0.339565217,Medium,0.29234509638731393,10.152167068036833,16.51601794409318
cotton(lint),2006,Kharif     ,Madhya Pradesh,629739.0,820039,1072.3,80423967.69,138542.58,1.118181818,Medium,0.7505580876874475,11.838940212155098,18.20282280775567
dry chillies,2006,Whole Year ,Madhya Pradesh,47381.0,40748,1072.3,6051027.51,10423.82,0.719791667,Medium,0.542203159652068,9.25194478033089,15.615738817211273
garlic,2006,Whole Year ,Madhya Pradesh,41697.0,182491,1072.3,5325123.87,9173.34,3.104468085,Medium,1.4120761571638207,9.124165735730449,15.487946719050079
ginger,2006,Kharif     ,Madhya Pradesh,6005.0,7401,1072.3,766898.55,1321.1,1.139230769,Medium,0.760446310676462,7.186976660516051,13.55011110697484
gram,2006,Rabi       ,Madhya Pradesh,2584633.0,2553617,1072.3,330083480.4,568619.26,0.91,Medium,0.6471032420585384,13.250968108939562,19.614856154371683
groundnut,2006,Kharif     ,Madhya Pradesh,197231.0,187172,1072.3,25188371.01,43390.82,0.862708333,Medium,0.6220315216603849,10.678026223061375,17.04189301781631
horse-gram,2006,Kharif     ,Madhya Pradesh,25431.0,7366,1072.3,3247793.01,5594.82,0.283846154,Medium,0.24986038033203922,8.629775169435302,14.993486557686033
horse-gram,2006,Rabi       ,Madhya Pradesh,211.0,59,1072.3,26946.81,46.42,0.093333333,Medium,0.08923113342306463,3.8590440806372595,10.201657311439694
jowar,2006,Kharif     ,Madhya Pradesh,530433.0,547937,1072.3,67741598.43,116695.26,1.091666667,Medium,0.7379611965091004,11.66732976977481,18.0312110163831
jowar,2006,Rabi       ,Madhya Pradesh,3206.0,3312,1072.3,409438.26,705.32,1.631818182,Medium,0.9676749312897183,6.560068392593327,12.922543844045363
jute,2006,Kharif     ,Madhya Pradesh,4608.0,8650,1072.3,588487.68,1013.76,1.976904762,Medium,1.0908840902555323,6.9224074103144515,13.285312970153372
khesari,2006,Rabi       ,Madhya Pradesh,46723.0,36491,1072.3,5966994.33,10279.06,0.680689655,Medium,0.519204218108001,9.237961375567998,15.601754063866071
linseed,2006,Rabi       ,Madhya Pradesh,126038.0,50037,1072.3,16096312.98,27728.36,0.589130435,Medium,0.4631869704034367,10.230247058646404,16.59410085840109
maize,2006,Kharif     ,Madhya Pradesh,879420.0,846002,1072.3,112310728.2,193472.4,0.903617021,Medium,0.6437557717041459,12.172895314302165,18.53677995566144
masoor,2006,Rabi       ,Madhya Pradesh,538670.0,261123,1072.3,68793545.7,118507.4,0.449361702,Medium,0.37112325399634905,11.682739123120973,18.046620500539152
mesta,2006,Kharif     ,Madhya Pradesh,523.0,1186,1072.3,66792.33,115.06,1.933684211,Medium,1.0762590430488257,4.754107298762462,11.109358504239962
moong(green gram),2006,Kharif     ,Madhya Pradesh,71963.0,22894,1072.3,9190394.73,15831.86,0.325319149,Medium,0.28165329760415736,9.669842806170925,16.033669554340573
moong(green gram),2006,Rabi       ,Madhya Pradesh,3039.0,810,1072.3,388110.69,668.58,0.288888889,Medium,0.2537805208623065,6.506650650150935,12.869048438006175
niger seed,2006,Kharif     ,Madhya Pradesh,106929.0,23792,1072.3,13655902.59,23524.38,0.228181818,Medium,0.20553487902569845,10.065835117351815,16.42968248353108
onion,2006,Whole Year ,Madhya Pradesh,37825.0,629635,1072.3,4830630.75,8321.5,14.81125,Medium,2.7607217119796146,9.02671796944918,15.39048781417701
other  rabi pulses,2006,Rabi       ,Madhya Pradesh,2051.0,647,1072.3,261933.21,451.22,0.276,Medium,0.24373018492259815,6.114168787083433,12.475848644340395
other kharif pulses,2006,Kharif     ,Madhya Pradesh,8164.0,1635,1072.3,1042624.44,1796.08,0.241388889,Medium,0.21623082457875561,7.493918404434815,13.857252551555574
peas & beans (pulses),2006,Rabi       ,Madhya Pradesh,189486.0,83842,1072.3,24199257.06,41686.92,0.455,Medium,0.37500590062345585,10.637966677569747,17.001832531979243
potato,2006,Whole Year ,Madhya Pradesh,48540.0,648203,1072.3,6199043.4,10678.8,12.9512766,Medium,2.63557101662516,9.27610938574708,15.639905709103962
rapeseed &mustard,2006,Rabi       ,Madhya Pradesh,751836.0,705974,1072.3,96016975.56,165403.92,0.745957447,Medium,0.5573030854136574,12.016151807199455,18.380035572964573
rice,2006,Kharif     ,Madhya Pradesh,1674013.0,1389269,1072.3,213788200.2,368282.86,0.856666667,Medium,0.6187827654506162,12.816609278502497,19.180496368877122
safflower,2006,Rabi       ,Madhya Pradesh,427.0,115,1072.3,54532.17,93.94,0.313636364,Medium,0.27279914203688727,4.553245113123172,10.906564419368165
sesamum,2006,Whole Year ,Madhya Pradesh,246733.0,87837,1072.3,31510271.43,54281.26,0.337291667,Medium,0.2906464246650559,10.901952749043733,17.265824159522804
small millets,2006,Kharif     ,Madhya Pradesh,318015.0,84189,1072.3,40613695.65,69963.3,0.275625,Medium,0.24343625458197218,11.155740390937263,17.51961592359158
small millets,2006,Rabi       ,Madhya Pradesh,997.0,0,1072.3,127326.87,219.34,0.0,Medium,0.0,5.395171807911919,11.754520692240963
soyabean,2006,Kharif     ,Madhya Pradesh,4691195.0,4780328,1072.3,599112513.5,1032062.9,0.875833333,Medium,0.6290530049529417,13.84707114171142,20.210959975669233
sugarcane,2006,Whole Year ,Madhya Pradesh,61085.0,2692260,1072.3,7801165.35,13438.7,31.35595745,Medium,3.476798160097356,9.505968292399443,15.8697838125323
sunflower,2006,Kharif     ,Madhya Pradesh,848.0,368,1072.3,108298.08,186.56,0.31,Medium,0.27002713721306015,5.234098794221386,11.592651938031485
sweet potato,2006,Whole Year ,Madhya Pradesh,4070.0,22633,1072.3,519779.7,895.4,5.947173913,Medium,1.9383349456567847,6.798386741926772,13.161162270834948
tobacco,2006,Whole Year ,Madhya Pradesh,204.0,86,1072.3,26052.84,44.88,0.383,Medium,0.32425505268262117,3.82602929226117,10.167920445147073
turmeric,2006,Whole Year ,Madhya Pradesh,668.0,583,1072.3,85310.28,146.96,0.977586207,Medium,0.6818770136412161,4.996941966964253,11.354061963892864
urad,2006,Kharif     ,Madhya Pradesh,467870.0,159789,1072.3,59751677.7,102931.4,0.333333333,Medium,0.2876820722017809,11.541827741066026,17.905707843778714
urad,2006,Rabi       ,Madhya Pradesh,6630.0,2300,1072.3,846717.3,1458.6,0.23,Medium,0.20701416938432615,7.2859177045622925,13.649123332719114
wheat,2006,Rabi       ,Madhya Pradesh,4262382.0,7840446,1072.3,544348805.2,937724.04,1.73125,Medium,1.0047593798617633,13.751212050687739,20.11510078721475
arhar/tur,2006,Kharif     ,Maharashtra,1122600.0,814600,1439.4,143367246.0,246972.0,0.663125,High,0.5086983627498165,12.41703429789426,18.7809200569735
bajra,2006,Kharif     ,Maharashtra,1452200.0,1058600,1439.4,185460462.0,319484.0,0.633333333,High,0.49062291624438964,12.67446560334081,19.038352279828437
castor seed,2006,Kharif     ,Maharashtra,11900.0,4000,1439.4,1519749.0,2618.0,0.34875,High,0.29917823759020734,7.870547844507712,14.23405640561097
cotton(lint),2006,Kharif     ,Maharashtra,3106900.0,4617500,1439.4,396782199.0,683518.0,1.454444444,High,0.897900439914729,13.435009732857806,19.798898073497835
gram,2006,Rabi       ,Maharashtra,1308100.0,925100,1439.4,167057451.0,287782.0,0.687096774,High,0.5230091664710083,12.569962002892998,18.933848335170453
groundnut,2006,Kharif     ,Maharashtra,341600.0,254100,1439.4,43625736.0,75152.0,0.735185185,High,0.5511141425733785,11.227281314544014,17.59115783232697
groundnut,2006,Summer     ,Maharashtra,108100.0,149700,1439.4,13805451.0,23782.0,1.453870968,High,0.8976667646292298,10.076726318721697,16.440574144570625
jowar,2006,Kharif     ,Maharashtra,1409200.0,1684100,1439.4,179968932.0,310024.0,1.118846154,High,0.7508716735357517,12.644408218370973,19.008294799513905
jowar,2006,Rabi       ,Maharashtra,3208900.0,2097600,1439.4,409808619.0,705958.0,0.795769231,High,0.5854334710898708,13.467312441134649,19.8312008281989
linseed,2006,Rabi       ,Maharashtra,67800.0,16000,1439.4,8658738.0,14916.0,0.344444444,High,0.29598087493589753,9.61025678115393,15.974079657926922
maize,2006,Kharif     ,Maharashtra,475000.0,947800,1439.4,60662250.0,104500.0,1.599642857,High,0.9553740729000101,11.556951919719207,17.920832168009664
maize,2006,Rabi       ,Maharashtra,86000.0,176900,1439.4,10983060.0,18920.0,2.1984,High,1.1626506847639986,9.84802769533176,16.211864734793117
maize,2006,Summer     ,Maharashtra,19200.0,25300,1439.4,2452032.0,4224.0,1.184761905,High,0.7815068546467269,8.348774539791274,14.712428034348981
moong(green gram),2006,Kharif     ,Maharashtra,573100.0,236100,1439.4,73190601.0,126082.0,0.538181818,High,0.43060108126150337,11.744695699224867,18.108577582710957
niger seed,2006,Kharif     ,Maharashtra,54000.0,12000,1439.4,6896340.0,11880.0,0.2945,High,0.25812452020945525,9.382695764458287,15.746501539059024
other  rabi pulses,2006,Rabi       ,Maharashtra,146300.0,65700,1439.4,18683973.0,32186.0,0.475185185,High,0.3887835310636903,10.379317923304855,16.74317670903819
other kharif pulses,2006,Kharif     ,Maharashtra,188100.0,63600,1439.4,24022251.0,41382.0,0.37625,High,0.31936240905475266,10.630625447463311,16.994491125425363
ragi,2006,Kharif     ,Maharashtra,136000.0,123000,1439.4,17368560.0,29920.0,0.89,High,0.636576829071551,10.306315853989789,16.670172290801656
rapeseed &mustard,2006,Rabi       ,Maharashtra,13900.0,4900,1439.4,1775169.0,3058.0,0.342413793,High,0.294469331558829,8.025843344150903,14.389406750953441
rice,2006,Kharif     ,Maharashtra,1491300.0,2488600,1439.4,190453923.0,328086.0,1.166333333,High,0.7730360300902324,12.701034096097775,19.06492085450966
rice,2006,Summer     ,Maharashtra,38000.0,81100,1439.4,4852980.0,8360.0,2.176,High,1.1556225433848892,9.031333316150057,15.39510371327563
safflower,2006,Rabi       ,Maharashtra,278800.0,168900,1439.4,35605548.0,61336.0,0.5795,High,0.4571083412600028,11.0241385287448,17.388012054462187
sesamum,2006,Kharif     ,Maharashtra,99500.0,24500,1439.4,12707145.0,21890.0,0.315151515,High,0.2739518795246716,9.99383087243373,16.357675070350734
sesamum,2006,Rabi       ,Maharashtra,5000.0,1700,1439.4,638550.0,1100.0,0.64375,High,0.4969802169439377,7.00397413672268,13.36695682597126
small millets,2006,Kharif     ,Maharashtra,63200.0,31600,1439.4,8071272.0,13904.0,0.62,High,0.4824261492442927,9.540003766668065,15.90382177253932
small millets,2006,Rabi       ,Maharashtra,5400.0,3100,1439.4,689634.0,1188.0,0.62,High,0.4824261492442927,7.080867896690782,13.443917751104001
soyabean,2006,Kharif     ,Maharashtra,2521100.0,2891600,1439.4,321969681.0,554642.0,1.203571429,High,0.7900794209306277,13.226079942515634,19.589967943796292
sugarcane,2006,Whole Year ,Maharashtra,848800.0,66277400,1439.4,108400248.0,186736.0,70.67444444,High,4.2721342606406845,12.137456488791596,18.50134094401515
sunflower,2006,Kharif     ,Maharashtra,121400.0,64200,1439.4,15503994.0,26708.0,0.583478261,High,0.45962385845268455,10.19275586624178,16.556608290615213
sunflower,2006,Rabi       ,Maharashtra,224200.0,121500,1439.4,28632582.0,49324.0,0.544,High,0.4343764516025845,10.806186330890815,17.170055893053615
sunflower,2006,Summer     ,Maharashtra,14400.0,12100,1439.4,1839024.0,3168.0,0.878095238,High,0.6302580919603017,8.06117135969092,14.424746097838808
urad,2006,Kharif     ,Maharashtra,490000.0,199700,1439.4,62577900.0,107800.0,0.542424242,High,0.4333553618149477,11.588042213851855,17.95192275457506
wheat,2006,Rabi       ,Maharashtra,1230800.0,1871000,1439.4,157185468.0,270776.0,1.451666667,High,0.8967680655212531,12.509050882882919,18.872936997300105
arhar/tur,2006,Kharif     ,Nagaland,8500.0,10150,1362.5,1085535.0,1870.0,1.205,High,0.7907275088988094,7.534228326274089,13.897584432190905
cardamom,2006,Kharif     ,Nagaland,900.0,1440,1362.5,114939.0,198.0,1.612,High,0.9601162114141847,5.293304824724492,11.652165532061732
cotton(lint),2006,Kharif     ,Nagaland,200.0,40,1362.5,25542.0,44.0,0.335,High,0.2889312918522129,3.8066624897703196,10.14811858549176
ginger,2006,Kharif     ,Nagaland,2600.0,23040,1362.5,332046.0,572.0,8.82875,High,2.2853117643235885,6.35088571671474,12.713031804144128
gram,2006,Rabi       ,Nagaland,360.0,470,1362.5,45975.6,79.2,1.302857143,High,0.8341505880852037,4.384523514872469,10.73588785038953
groundnut,2006,Kharif     ,Nagaland,950.0,960,1362.5,121324.5,209.0,1.01375,High,0.699998655509047,5.3471075307174685,11.706232295427093
jowar,2006,Kharif     ,Nagaland,1000.0,750,1362.5,127710.0,220.0,0.7325,High,0.5495654520819213,5.3981627015177525,11.75752517770004
jute,2006,Kharif     ,Nagaland,2500.0,10650,1362.5,319275.0,550.0,5.2075,High,1.8257582384001845,6.311734809152915,12.673811211455714
linseed,2006,Rabi       ,Nagaland,8800.0,5720,1362.5,1123848.0,1936.0,0.63375,High,0.49087798595629467,7.5688956634069955,13.932269958774116
maize,2006,Kharif     ,Nagaland,63200.0,105540,1362.5,8071272.0,13904.0,1.67,High,0.9820784724121582,9.540003766668065,15.90382177253932
maize,2006,Rabi       ,Nagaland,1500.0,2800,1362.5,191565.0,330.0,1.995,High,1.0969442315674127,5.802118375377063,12.162987675745105
masoor,2006,Rabi       ,Nagaland,2960.0,3510,1362.5,378021.6,651.2,1.19125,High,0.7844721572533071,6.480351263355219,12.84270926117426
moong(green gram),2006,Kharif     ,Nagaland,1000.0,1260,1362.5,127710.0,220.0,1.20375,High,0.790160454729943,5.3981627015177525,11.75752517770004
niger seed,2006,Kharif     ,Nagaland,810.0,560,1362.5,103445.1,178.2,0.6725,High,0.5143195130202465,5.18850250054083,11.546805983091373
other  rabi pulses,2006,Rabi       ,Nagaland,6720.0,8050,1362.5,858211.2,1478.4,1.2025,High,0.7895930788281975,7.2993918791537675,13.66260666723903
peas & beans (pulses),2006,Kharif     ,Nagaland,1700.0,2010,1362.5,217107.0,374.0,1.18625,High,0.7821877473506748,5.926926025970411,12.288150204565628
peas & beans (pulses),2006,Rabi       ,Nagaland,7300.0,8790,1362.5,932283.0,1606.0,1.20375,High,0.790160454729943,7.382124365737512,13.745392768279748
potato,2006,Kharif     ,Nagaland,3500.0,31420,1362.5,446985.0,770.0,8.96,High,2.298577071596507,6.647688373563329,13.010282553194713
rapeseed &mustard,2006,Rabi       ,Nagaland,27500.0,20650,1362.5,3512025.0,6050.0,0.71375,High,0.538683951894387,8.707978826622321,15.071703636898807
rice,2006,Kharif     ,Nagaland,163680.0,261920,1362.5,20903572.8,36009.6,1.595,High,0.953586516617852,10.491568618542434,16.855430697532334
rice,2006,Rabi       ,Nagaland,1000.0,1600,1362.5,127710.0,220.0,1.605,High,0.9574326752053303,5.3981627015177525,11.75752517770004
sesamum,2006,Kharif     ,Nagaland,5330.0,3460,1362.5,680694.3,1172.6,0.65125,High,0.501532576854398,7.067831226828772,13.430870054755236
small millets,2006,Kharif     ,Nagaland,25000.0,17250,1362.5,3192750.0,5500.0,0.69375,High,0.5269450056458739,8.612685172875459,14.976393485568074
soyabean,2006,Kharif     ,Nagaland,25480.0,30620,1362.5,3254050.8,5605.6,1.20125,High,0.7890253808282788,8.631699754181716,14.995411485503501
sugarcane,2006,Rabi       ,Nagaland,290.0,4850,1362.5,37035.9,63.8,16.72,High,2.8746939451769347,4.1713056033582285,10.5196699919531
sugarcane,2006,Whole Year ,Nagaland,4500.0,229000,1362.5,574695.0,990.0,48.145,High,3.8947751120185927,6.898714534329988,13.261596484318488
sunflower,2006,Kharif     ,Nagaland,380.0,300,1362.5,48529.8,83.6,0.76,High,0.5653138090500605,4.437934266612178,10.789953926912062
sunflower,2006,Rabi       ,Nagaland,960.0,760,1362.5,122601.6,211.2,0.766666667,High,0.5690945320786457,5.357529226179882,11.716703509437194
urad,2006,Rabi       ,Nagaland,660.0,790,1362.5,84288.6,145.2,1.235,High,0.8042412280655322,4.9849755473156785,11.342013767458853
wheat,2006,Rabi       ,Nagaland,1500.0,1250,1362.5,191565.0,330.0,0.86,High,0.6205764877251099,5.802118375377063,12.162987675745105
arhar/tur,2006,Kharif     ,Punjab,7200.0,6700,569.6,919512.0,1584.0,0.973571429,Low,0.6798448095372218,7.368339686311381,13.731599461045112
bajra,2006,Kharif     ,Punjab,6000.0,6000,569.6,766260.0,1320.0,1.0,Low,0.6931471805599453,7.186144304522325,13.549278121757576
barley,2006,Rabi       ,Punjab,19000.0,64000,569.6,2426490.0,4180.0,3.3,Low,1.4586150226995167,8.338305731356565,14.701956738774578
cotton(lint),2006,Kharif     ,Punjab,604000.0,2678000,569.6,77136840.0,132880.0,4.236,Low,1.6555578480476534,11.797209269845855,18.161091558389096
gram,2006,Rabi       ,Punjab,3800.0,3800,569.6,485298.0,836.0,0.979166667,Low,0.682675880861071,6.729824070489475,13.092520474810101
groundnut,2006,Kharif     ,Punjab,4400.0,3800,569.6,561924.0,968.0,0.837142857,Low,0.6082115696763996,6.876264611890766,13.239123668013027
guar seed,2006,Whole Year ,Punjab,20400.0,15800,569.6,2605284.0,4488.0,0.82,Low,0.598836501088704,8.409385238781931,14.773052632175718
jowar,2006,Kharif     ,Punjab,100.0,100,569.6,12771.0,22.0,1.0,Low,0.6931471805599453,3.1354942159291497,9.455010553834672
linseed,2006,Rabi       ,Punjab,200.0,100,569.6,25542.0,44.0,0.5,Low,0.4054651081081644,3.8066624897703196,10.14811858549176
maize,2006,Kharif     ,Punjab,154000.0,481000,569.6,19667340.0,33880.0,3.202307692,Low,1.4356338248728697,10.43060966426901,16.79447000074965
masoor,2006,Rabi       ,Punjab,2100.0,800,569.6,268191.0,462.0,0.495,Low,0.40212620684264977,6.137727054086234,12.499458420898632
moong(green gram),2006,Kharif     ,Punjab,12300.0,10700,569.6,1570833.0,2706.0,0.904545455,Low,0.6442433738084397,7.903596289614301,14.267117246473386
moth,2006,Kharif     ,Punjab,100.0,100,569.6,12771.0,22.0,1.0,Low,0.6931471805599453,3.1354942159291497,9.455010553834672
peas & beans (pulses),2006,Rabi       ,Punjab,3100.0,3600,569.6,395901.0,682.0,1.059090909,Low,0.7222645790865224,6.52649485957079,12.888921984862215
rapeseed &mustard,2006,Rabi       ,Punjab,41000.0,46000,569.6,5236110.0,9020.0,1.067222222,Low,0.7262057843548685,9.107310471656639,15.47108960517607
rice,2006,Kharif     ,Punjab,2621000.0,10138000,569.6,334727910.0,576620.0,3.75,Low,1.55814461804655,13.264940483918654,19.628828553801217
sesamum,2006,Kharif     ,Punjab,9500.0,3200,569.6,1213245.0,2090.0,0.262727273,Low,0.23327388418386455,7.645397699428633,14.008809970332294
urad,2006,Kharif     ,Punjab,3300.0,1400,569.6,421443.0,726.0,0.351666667,Low,0.3013383991458757,6.588926477533519,12.951442188760044
wheat,2006,Rabi       ,Punjab,3467000.0,14596000,569.6,442770570.0,762740.0,4.148421053,Low,1.6386900760163305,13.544673803099274,19.908562295433835
arhar/tur,2006,Kharif     ,Tripura,1193.0,849,1764.3,152358.03,262.46,0.705,Very High,0.5335651107354801,5.573901553801681,11.93399505407188
cotton(lint),2006,Kharif     ,Tripura,1148.0,1598,1764.3,146611.08,252.56,1.375,Very High,0.8649974374866045,5.535600481415965,11.89554546613131
gram,2006,Rabi       ,Tripura,132.0,96,1764.3,16857.72,29.04,0.7275,Very High,0.546675276659688,3.402529826895934,9.732623309338122
groundnut,2006,Kharif     ,Tripura,412.0,435,1764.3,52616.52,90.64,1.1625,Very High,0.7712649598238974,4.517867857585295,10.870804423114931
groundnut,2006,Rabi       ,Tripura,187.0,186,1764.3,23881.77,41.14,1.0,Very High,0.6931471805599453,3.740997408376043,10.080912557429363
jute,2006,Kharif     ,Tripura,466.0,3966,1764.3,59512.86,102.52,8.475,Very High,2.24865675096849,4.639764830752591,10.993964505583609
maize,2006,Kharif     ,Tripura,2450.0,2420,1764.3,312889.5,539.0,0.9925,Very High,0.6893901316822331,6.29156913955832,12.65360856805832
masoor,2006,Rabi       ,Tripura,360.0,234,1764.3,45975.6,79.2,0.6125,Very High,0.4777857696877905,4.384523514872469,10.73588785038953
mesta,2006,Kharif     ,Tripura,1064.0,7798,1764.3,135883.44,234.08,7.6075,Very High,2.152633916230542,5.45992588174445,11.819560097631166
moong(green gram),2006,Kharif     ,Tripura,744.0,389,1764.3,95016.24,163.68,0.515,Very High,0.4154154389613325,5.104004196901704,11.461813627802531
moong(green gram),2006,Rabi       ,Tripura,349.0,185,1764.3,44570.79,76.78,0.53,Very High,0.4252677354043441,4.3538843287276014,10.704856426677788
other  rabi pulses,2006,Rabi       ,Tripura,1006.0,793,1764.3,128476.26,221.32,0.7625,Very High,0.5667332557042867,5.404117785434249,11.763507202676717
other kharif pulses,2006,Kharif     ,Tripura,1651.0,1076,1764.3,210849.21,363.22,0.6775,Very High,0.5173045898636998,5.897758080667674,12.258903255142908
peas & beans (pulses),2006,Rabi       ,Tripura,828.0,622,1764.3,105743.88,182.16,0.74,Very High,0.5538851132264376,5.210360087788895,11.568784679660778
rapeseed &mustard,2006,Rabi       ,Tripura,1744.0,1361,1764.3,222726.24,383.68,0.78,Very High,0.5766133643039938,5.952411819844281,12.313703162783753
rice,2006,Kharif     ,Tripura,250939.0,628200,1764.3,32047419.69,55206.58,2.4225,Very High,1.2303712781804668,10.918855541678397,17.28272726040134
sesamum,2006,Kharif     ,Tripura,2077.0,1048,1764.3,265253.67,456.94,0.5125,Very High,0.41376391092285947,6.1267381711655515,12.488445662353291
sugarcane,2006,Whole Year ,Tripura,869.0,42373,1764.3,110979.99,191.18,49.18,Very High,3.9156165409382764,5.258432432849122,11.617114204366326
urad,2006,Kharif     ,Tripura,1290.0,712,1764.3,164745.9,283.8,0.565,Very High,0.4478858239921165,5.651787179537821,12.012165635799256
urad,2006,Rabi       ,Tripura,521.0,330,1764.3,66536.91,114.62,0.6,Very High,0.4700036292457356,4.75030895165433,11.105527139400785
wheat,2006,Rabi       ,Tripura,970.0,1845,1764.3,123878.7,213.4,1.885,Very High,1.0595248999600628,5.367843429196647,11.72706621238579
arhar/tur,2006,Kharif     ,Uttar Pradesh,406572.0,304386,590.5,51923310.12,89445.84,0.760869565,Low,0.5658077580598869,11.40139976131453,17.765278401824354
bajra,2006,Kharif     ,Uttar Pradesh,883877.0,1285887,590.5,112879931.7,194452.94,1.401969697,Low,0.8762891078413267,12.177950601656837,18.541835269300293
banana,2006,Whole Year ,Uttar Pradesh,2002.0,77709,590.5,255675.42,440.44,38.84296296,Low,3.6849458014369194,6.090042110468976,12.451667939584674
barley,2006,Rabi       ,Uttar Pradesh,193273.0,386300,590.5,24682894.83,42520.06,2.018571429,Low,1.1047836827146302,10.657754761590118,17.02162108520738
coriander,2006,Whole Year ,Uttar Pradesh,5515.0,2869,590.5,704320.65,1213.3,0.516290323,Low,0.41626677482193425,7.101923058059773,13.464990420002634
cotton(lint),2006,Kharif     ,Uttar Pradesh,5174.0,1105,590.5,660771.54,1138.28,0.197857143,Low,0.18053424633911946,7.0381517629111725,13.40116494463537
dry chillies,2006,Whole Year ,Uttar Pradesh,15071.0,14295,590.5,1924717.41,3315.62,0.953283582,Low,0.6695118446305761,8.106701471033782,14.470290234484503
garlic,2006,Rabi       ,Uttar Pradesh,31932.0,140404,590.5,4078035.72,7025.04,4.47,Low,1.6992786164338898,8.857378525949333,15.221126234489926
ginger,2006,Kharif     ,Uttar Pradesh,887.0,2728,590.5,113278.77,195.14,3.0505,Low,1.3988403302884087,5.2788286899641745,11.637615878558254
gram,2006,Rabi       ,Uttar Pradesh,674884.0,500799,590.5,86189435.64,148474.48,0.817246377,Low,0.5973223757088636,11.908175105746322,18.272058183345113
groundnut,2006,Kharif     ,Uttar Pradesh,100483.0,72636,590.5,12832683.93,22106.26,0.7936,Low,0.5842247733357584,10.003661340346634,16.36750598437841
guar seed,2006,Whole Year ,Uttar Pradesh,2494.0,2097,590.5,318508.74,548.68,0.842068966,Low,0.6108893779574149,6.30933629072282,12.671408334374494
jowar,2006,Kharif     ,Uttar Pradesh,231290.0,238052,590.5,29538045.9,50883.8,1.1145,Low,0.7488183779304063,10.837319533186943,17.201189715752356
linseed,2006,Rabi       ,Uttar Pradesh,33759.0,11855,590.5,4311361.89,7426.98,0.325217391,Low,0.28157651465963707,8.913009229954163,15.27676462787152
maize,2006,Kharif     ,Uttar Pradesh,842052.0,1116939,590.5,107538460.9,185251.44,1.307826087,Low,0.8363059935536966,12.129474714461605,18.49335912665844
maize,2006,Rabi       ,Uttar Pradesh,4215.0,13278,590.5,538297.65,927.3,3.120454545,Low,1.4159634837322297,6.833354956405887,13.196168796650678
maize,2006,Summer     ,Uttar Pradesh,25366.0,33635,590.5,3239491.86,5580.52,1.325689655,Low,0.8440166208610345,8.627216419714514,14.990927350825887
